vendor_id;article_no;SKU;name;product_type;additional_attributes;configurable_variations;categories;description_short;description_long;product_features;ean_or_gtin_code;manufacturer_no;brand;price;currency;vat_rate;qty;weight;length;width;height;base_image;additional_images
;307230;;Repstege;INREDNING;;;Other;Repstege 2200 mm;l nylonrep med ovala stegpinnar med hål för enkla sidorep. Exkl. takfäste. Finns för 2 takhöjder. 2200 mm = Takhöjd 2500 mm. 2700 mm = Takhöjd 3000 mm.;;;;;1,613.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/307230;
;307231;;Repstege;INREDNING;;;Other;Repstege 2700 mm;l nylonrep med ovala stegpinnar med hål för enkla sidorep. Exkl. takfäste. Finns för 2 takhöjder. 2200 mm = Takhöjd 2500 mm. 2700 mm = Takhöjd 3000 mm.;;;;;1,815.48;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/307231;
;307240;;Trapets;INREDNING;;;Other;Trapets 1500 mm;Av trä, upphängd i nylonrep. Justerbar i s.k. stallåttor. Exkl takfästen. För takhöjd 2500-3000 mm. Finns i 3 längder.;;;;;1,107.82;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/307240;
;307241;;Trapets;INREDNING;;;Other;Trapets 2000 mm;Av trä, upphängd i nylonrep. Justerbar i s.k. stallåttor. Exkl takfästen. För takhöjd 2500-3000 mm. Finns i 3 längder.;;;;;1,208.68;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/307241;
;307242;;Trapets;INREDNING;;;Other;Trapets 2500 mm;Av trä, upphängd i nylonrep. Justerbar i s.k. stallåttor. Exkl takfästen. För takhöjd 2500-3000 mm. Finns i 3 längder.;;;;;1,208.68;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/307242;
;308115;;Balansplatta med labyrint;FÖRBRUKN;;;Functional training;Balansplatta med labyrint;Av plast. Inkl. 3 bollar, som du flyttar längs spår i brädan genom att parera med fötterna. Här gäller det att hålla tungan rätt i mun.;;;;;607.62;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308115;
;308200;;Lekduk/fallskärm;FÖRBRUKN;;;Play & Games;Lekduk/fallskärm liten;Ger barnen bra träning i samarbete. Skapar lek- och rörelseglädje. Finns i 2 storlekar.;;;;;535.46;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308200;
;308201;;Lekduk/fallskärm;FÖRBRUKN;;;Play & Games;Lekduk/fallskärm stor;Ger barnen bra träning i samarbete. Skapar lek- och rörelseglädje. Finns i 2 storlekar.;;;;;1,100.44;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308201;
;308210;;Pedalo Enkel;FÖRBRUKN;;;Play & Games;Pedalo, Enkel;Ett roligt och bra sätt att träna balans- och koordination.;;;;;996.3;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308210;
;308211;;Pedalo Dubbel;FÖRBRUKN;;;Play & Games;Pedalo, Dubbel;Ett roligt och bra sätt att träna balans- och koordination.;;;;;1,920.44;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308211;
;308250;;Moonhopper;FÖRBRUKN;;;Play & Games;Moonhopper;En mycket populär hoppboll som tränar balans- och motorik.;;;;;226.32;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308250;
;308323;;Piggring;FÖRBRUKN;;;Other;Piggring;För stimulans av öga- handkoordination samt handens böjmuskler. Lättare att greppa än en boll. Per styck.;;;;;69.7;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308323;
;308330;;Piggboll;BOLLAR;;;Functional training;Piggboll Liten Gul 80 mm;För stimulans av taktil perception och öga- handkoordination. Finns i 3 storlekar i blandade färger.;;;;;80.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308330;
;308331;;Piggboll;BOLLAR;;;Functional training;Piggboll Mellan Röd 90 mm;För stimulans av taktil perception och öga- handkoordination. Finns i 3 storlekar i blandade färger.;;;;;97.58;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308331;
;308332;;Piggboll;BOLLAR;;;Functional training;Piggboll Stor Blå 100 mm;För stimulans av taktil perception och öga- handkoordination. Finns i 3 storlekar i blandade färger.;;;;;111.52;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308332;
;308340;;Massageboll;BOLLAR;;;Functional training;Massageboll 23 cm;Masserar musklerna under tränings- och avslappningsövningar. Diameter 23 cm. Levereras i blandade färger.;;;;;195.98;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308340;
;308345;;Gummiboll;BOLLAR;;;Other;Gummiboll 63 mm Grön;Gummiboll för slag- och kastövningar. Finns i 4 färger.;;;;;30.34;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308345;
;308346;;Gummiboll;BOLLAR;;;Other;Gummiboll 63 mm Röd;Gummiboll för slag- och kastövningar. Finns i 4 färger.;;;;;30.34;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308346;
;308347;;Gummiboll;BOLLAR;;;Other;Gummiboll 63 mm Blå;Gummiboll för slag- och kastövningar. Finns i 4 färger.;;;;;30.34;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308347;
;308348;;Gummiboll;BOLLAR;;;Other;Gummiboll 63 mm Gul;Gummiboll för slag- och kastövningar. Finns i 4 färger.;;;;;30.34;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308348;
;308355;;Skumplastboll COG 70 mm;BOLLAR;;;Other;Skumplastboll COG 70 mm;Röd boll i skumplast. Lämplig för träning och inlärning. 70 mm i diameter. Säjs per styck och i 6-pack.;;;;;52.48;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308355;
;308361;;Diabolo "kolibri";FÖRBRUKN;;;Play & Games;Diabolo "kolibri";För jonglering.;;;;;218.94;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308361;
;308362;;Jonglerschalar 3-p;FÖRBRUKN;;;Play & Games;Jongleringsschalar 3 st;3-pack.;;;;;60.68;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/308362;
;308363;;Snurrande tallrik;FÖRBRUKN;;;Play & Games;Snurrande tallrik;Snurrande tallrik vars diameter är 22 cm.;;;;;80.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308363;
;308365;;Jonglerring;FÖRBRUKN;;;Play & Games;Jongleringsring 32 cm/95 g;Diameter 323 mm och vikt 95 gram. Säljs i set om 3.;;;;;119.72;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308365;
;308367;;Devil Sticks;FÖRBRUKN;;;Play & Games;Devil Sticks;För jonglering.;;;;;355.06;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308367;
;308368;;Jonglerbollar 3-p;FÖRBRUKN;;;Play & Games;Jonglerbollar 3-pack;3-pack jonglerbollar.;;;;;111.52;SEK;25%;FP;;;;;https://webshop.unisport.com/se_sv/image/308368;
;308369;;Pom Pom-boll;FÖRBRUKN;;;Play & Games;Pom Pom Boll;Jongleringsboll av gummi som är lätt att hålla och fånga på grund av alla dess gummitentakler. Perfekt övningsboll att förbättra sin jonglerings-teknik på. 7 cm i diameter.;;;;;50.02;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308369;
;308375;;Enhjuling 16";FÖRBRUKN;;;Other;Enhjuling 16";Enhjuling med 16 tums hjul.;;;;;1,714.62;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308375;
;308380;;Overball;BOLLAR;;;Other;Overball Rosa;Den greppvänliga och mjuka bollen för inlärning och lek. Lätt att blåsa upp med ett medföljande munstycke. Finns i färgerna rosa och blå.;;;;;57.4;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308380;
;308381;;Overball;FÖRBRUKN;;;Other;Overball Blå;Den greppvänliga och mjuka bollen för inlärning och lek. Lätt att blåsa upp med ett medföljande munstycke. Finns i färgerna rosa och blå.;;;;;57.4;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308381;
;308385;;Jonglerkäglor 3-p;FÖRBRUKN;;;Play & Games;Jongleringskäglor 3-pack;3-pack jonglerkäglor.;;;;;283.72;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/308385;
;308400;;Gummiboll CONTI PB;BOLLAR;;;Other;PB Gummiboll CONTI, Lila;En slittålig gummiboll för många olika aktiviter. Finns i färgerna lila och gul.;;;;;87.74;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308400;
;308401;;Gummiboll CONTI PB;BOLLAR;;;Other;PB Gummiboll CONTI, Gul;En slittålig gummiboll för många olika aktiviter. Finns i färgerna lila och gul.;;;;;87.74;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308401;
;308405;;Pingelbollar 6-p;FÖRBRUKN;;;Play & Games;Pingelbollar 6-pack;Aktivitetsboll för barn, som stimulerar många sinnen samtidigt. En sömlös och mycket mjuk boll med tre pinglor inuti. Säljes i set om 6 bollar, i klara härliga färger. 18 cm i diameter.;;;;;587.94;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/308405;
;308485;;Twistband;FÖRBRUKN;;;Play & Games;Twistband;Twistband i regnbågens alla färger.;;;;;40.18;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308485;
;308623;;Klassens Idrottsdagbok;FÖRBRUKN;;;Literature;Klassens Idrottsdagbok;l denna bok kan du finna många val utprovade, varierande, roliga och annorlunda idrottsprogram för både utom- och inomhusbruk.;;;;;364.9;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308623;
;308645;;Orientera i skolan;FÖRBRUKN;;;Orientation;Orientera i skolan;Tips och idéer om hur undervisningen i orientering och kartkunskap kan bedrivas.;;;;;454.28;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308645;
;308716;;Plastboll "Rainbow";FÖRBRUKN;;;Other;Plastboll "Rainbow" 8"/20cm;Plastboll med diameter 220 mm. Bra studs.;;;;;76.26;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/308716;
;309170;;Dans Steg 1, häfte + CD;FÖRBRUKN;;;Literature;Dans Steg 1, häfte + CD;CD-skiva med Musik & Dans, steg 1. Foxtrot, schottis, square dance, bugg, polka och tango.;;;;;283.72;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/309170;
;309171;;Dans Steg 2, häfte + CD;FÖRBRUKN;;;Literature;Dans Steg 2, häfte + CD;CD-skiva med Musik & Dans, steg 2. Vals, polka, snoa, schottis, hambo och tango.;;;;;283.72;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/309171;
;309172;;Dans Steg 3, häfte + CD;FÖRBRUKN;;;Literature;Dans Steg 3, häfte + CD;CD-skiva med Musik & Dans, steg 3. Danslekar för barn såsom My Bonny samt Huvud, axlar, knä och tå m fl.;;;;;283.72;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/309172;
;309173;;Dans Steg 4, häfte + CD;FÖRBRUKN;;;Literature;Dans Steg 4, häfte + CD;CD-skiva med Musik & Dans, steg 4. Ringdanslekar. T ex Prästens lilla kråka och Karusellen.;;;;;283.72;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/309173;
;309174;;Dans Steg 5, häfte + CD;FÖRBRUKN;;;Literature;Dans Steg 5, häfte + CD;CD-skiva med Musik & Dans, steg 5. Här gäller bugg för hela slanten.;;;;;283.72;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/309174;
;309175;;Dans Steg 6, häfte + CD;FÖRBRUKN;;;Literature;Dans Steg 6, häfte + CD;CD-skiva med Musik & Dans, steg 6. Folkdanser från hela världen såsom ciciliansk tarantella, promenadpolonäs m fl.;;;;;314.88;SEK;25%;SET;;;;;https://webshop.unisport.com/se_sv/image/309175;
;310010;;Handbollsmål UNISPORT Svängbart;INREDNING;;;Handball;Handbollsmål RANTZOWS svängbart;Ett av de mest använda handbollsmålen. Enkelt svängbart mot vägg och tar infällt minimalt med utrymme. Mycket stabilt med hjul som är skonsamma mot golvet. Exkl. nät som säljs separat.;;;;;9,885.10;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310010;
;310016;;Handbollsmål UNISPORT Fristående Internationellt;INREDNING;;;Handball;Handbollsmål RANTZOWS Fristående Internationellt;Godkänt tävlingsmål enligt EN749. Mycket stabilt och prisvärt. Fästes i golv med skruv. Inkl. golvbrickor. Infällbara bakstöd av lackerat stål. Invändigt mått BxH 3000x2000 mm. Nätdjup 800/1000 mm. Exkl. nät och droppnät som säljs separat. Finns med svart/vit alternativt röd/vit ribba och stolpar.;;;;;11,270.90;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310016;
;310018;;Handbollsmål UNISPORT Hissbart med gasfjäder;HANDBOLL;;;Handball;Handbollsmål RANTZOWS Hissbart med gasfjäder;Praktiskt mål där det inte finns plats för ett svängbart handbollsmål. Invändigt mått BxH 3000x2000 mm. Nätdjup 500/500 mm. Justerbart totaldjup 950-1400 mm. Utrustat med gasfjädrar vilket gör det enkelt och snabbt att fälla upp och ner av endast en person. Fästes med skruvreglar i golvet. Exkl. nät som säljs separat.;;;;;12,663.26;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310018;
;310052;;Minihandbollsmål UNISPORT Fristående;INREDNING;;;Handball;Minihandbollsmål RANTZOWS fristående;Minihandbollsmål med målram av lackerad furu. Med svart/vit stolpar och ribba. Fästs i golvet med vingskruv och kantregel. Inkl. golvbrickor. Infällbara bakstöd av lackerat stål. 2000 x 1700 mm. Nätdjup 300/600 mm. Exkl. nät som sälj separat.;;;;;7,227.48;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310052;
;310053;;Minihandbollsmål UNISPORT Svängbart;INREDNING;;;Handball;Minihandbollsmål RANTZOWS svängbart;Svängbart minihandbollsmål som sparar utrymme. Målram av lackerad furu. Med röd/vit stolpar och ribba. Invändigt mått 2000 x 1700 mm. Nätdjup 200/200 mm. Försett med gummihjul. Stag av förzinkat stålrör. Justerbart totaldjup 500 - 800 mm. Exkl. nät som säljs separat.;;;;;7,071.68;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310053;
;310070;;Justeringsribba till handbollsmål;INREDNING;;;Handball;Ribba 2985 X 250 X 18 mm  Svart/Vit;Ribba som används för justering av reglementsenligt handbollsmål till mini-höjd. Svart/vit. 2985x250x18 mm.;;;;;2,724.86;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310070;
;310210;;Handbollsnät 500, 100 mm. Grönt;INREDNING;;;Handball;Handbollsnät 3,00x2,00 m, 100 mm maska;Tillverkat av 4 mm flätad tråd. 100 mm maska. Grönt.;;;;;551.86;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310210;
;310211;;Handbollsnät 1000, 45 mm. Grönt;INREDNING;;;Handball;Handbollsnät 3,00x2,00 m, 45 mm maska;Ett mycket hållbart alternativ när nätet utsätts för kraftiga påfrestningar som spel på hög nivå eller vid inomhusfotboll. 4 mm polypropylentråd med 45 mm maska. Passar till våra fristående handbollsmål (3 x 2 m). Grönt.;;;;;1,917.16;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310211;
;310212;;Handbollsnät 500, 45 mm, Grönt;INREDNING;;;Handball;Handbollsnät 3,00x2,00 m, 45 mm maska;Ett mycket hållbart alternativ när nätet utsätts för kraftiga påfrestningar som spel på hög nivå eller vid inomhusfotboll. Passar våra väggfasta handbollsmål (3 x 2 m). 4 mm polypropylentråd med 45 mm maska. Grönt.;;;;;1,412.04;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310212;
;310222;;Minihandbollsnät 100 mm. Grönt;INREDNING;;;Handball;Minihandbollsnät 2,00x1,70 m, 100 mm maska;Målnät till svängbart minihandbollsmål (se art nr 310053). 4 mm polypropylentråd. 100 mm maska. Nätdjup: 200/200 mm. Grönt.;;;;;607.62;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310222;
;310223;;Minihandbollsnät 100 mm. Grönt;INREDNING;;;Handball;Minihandbollsnät 2,00x1,70 m, 100 mm maska;Målnät till fristående minihandbollsmål (se art nr 310052). 3 mm polypropylentråd. 100 mm maska. Nätdjup: 300/600 mm. Grönt.;;;;;637.14;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310223;
;310230;;Droppnät, 100 mm, Vitt;HANDBOLL;;;Handball;Droppnät, 3,00x2,00 m, 100 mm maska;Droppnät som passar våra handbollsmål (3 x 2 m). 4 mm flätad tråd med 100 mm maska. Vitt.;;;;;588.76;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310230;
;310300;;Handboll ALL IN SPORT Mega;BOLLAR;;;Handball;Handboll ALL IN SPORT Mega;En mycket prisvärd träningsboll. Ytan ger ett bra grepp utan klister. Perfekt boll för inlärning och träning. Finns i 6 storlekar (omkrets strl. 0: 44-46 cm, strl. 0,5: 47-49 cm, strl.  1: 50-52, strl. 1,5: 52-54, cm strl. 2: 54-56 cm, strl. 3: 58-60).;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310300;
;310320;;Skumplastboll COG 160 mm;BOLLAR;;;Other;Skumplastboll COG 160 mm;Svensktillverkad boll i mjuk foam av absolut högsta kvalitet. Tåligt (dubbelt) greppvänligt ytöverdrag. Mycket bra som inlärningsboll. Härliga neonfärger. Diameter 160 mm. Finns i 2 olika färger.;;;;;172.2;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310320;
;310351;;Handboll ALL IN SPORT Mega;BOLLAR;;;Handball;Handboll ALL IN SPORT Mega;En mycket prisvärd träningsboll. Ytan ger ett bra grepp utan klister. Perfekt boll för inlärning och träning. Finns i 6 storlekar (omkrets strl. 0: 44-46 cm, strl. 0,5: 47-49 cm, strl.  1: 50-52, strl. 1,5: 52-54, cm strl. 2: 54-56 cm, strl. 3: 58-60).;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310351;
;310352;;Handboll ALL IN SPORT Mega;BOLLAR;;;Handball;Handboll ALL IN SPORT Mega;En mycket prisvärd träningsboll. Ytan ger ett bra grepp utan klister. Perfekt boll för inlärning och träning. Finns i 6 storlekar (omkrets strl. 0: 44-46 cm, strl. 0,5: 47-49 cm, strl.  1: 50-52, strl. 1,5: 52-54, cm strl. 2: 54-56 cm, strl. 3: 58-60).;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310352;
;310353;;Handboll ALL IN SPORT Mega;BOLLAR;;;Handball;Handboll ALL IN SPORT Mega;En mycket prisvärd träningsboll. Ytan ger ett bra grepp utan klister. Perfekt boll för inlärning och träning. Finns i 6 storlekar (omkrets strl. 0: 44-46 cm, strl. 0,5: 47-49 cm, strl.  1: 50-52, strl. 1,5: 52-54, cm strl. 2: 54-56 cm, strl. 3: 58-60).;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310353;
;310354;;Handboll ALL IN SPORT Mega;BOLLAR;;;Handball;Handboll ALL IN SPORT Mega;En mycket prisvärd träningsboll. Ytan ger ett bra grepp utan klister. Perfekt boll för inlärning och träning. Finns i 6 storlekar (omkrets strl. 0: 44-46 cm, strl. 0,5: 47-49 cm, strl.  1: 50-52, strl. 1,5: 52-54, cm strl. 2: 54-56 cm, strl. 3: 58-60).;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310354;
;310357;;Handboll ALL IN SPORT Mega;BOLLAR;;;Handball;Handboll ALL IN SPORT Mega;En mycket prisvärd träningsboll. Ytan ger ett bra grepp utan klister. Perfekt boll för inlärning och träning. Finns i 6 storlekar (omkrets strl. 0: 44-46 cm, strl. 0,5: 47-49 cm, strl.  1: 50-52, strl. 1,5: 52-54, cm strl. 2: 54-56 cm, strl. 3: 58-60).;;;;;162.36;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310357;
;310370;;Skyddsnät 4 x 11 meter;INREDNING;;;Other;Skyddsnät 4,00 x11,00 m, 45 mm maska;Skyddsnät, strl 4x11 m. 4 mm polypropylentråd. 45 mm maska. Kanterna är förstärkta med rep, hörnen försedda med kaus. Innehåller endast nät. Väggkonsoler och golvfästen säljs separat (se art 310371).;;;;;6,268.08;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310370;
;310371;;Vägg-/Golvfästen till skyddsnät 310370;INREDNING;;;Other;Vägg-/Golvfästen nät 310370;Komplett monteringssats till skyddsnät (se art 310370). Innehåller 2 väggkonsoler av lackerat stål med trissor, väggbeslag och lina för hissning av skyddsnät samt 2 golvfästen.;;;;;3,992.58;SEK;25%;SATS;;;;;https://webshop.unisport.com/se_sv/image/310371;
;310390;;Pelarskydd PVC-klätt;INREDNING;;;Other;Pelarskydd Pvc-Klädd;I PVC-klädd polyester. Storlek och modell efter önskemål.;;;;;2,523.14;SEK;25%;M2;;;;;https://webshop.unisport.com/se_sv/image/310390;
;310405;;Matchklocka Bordsmodell;FÖRBRUKN;;;Other;Matchklocka Bordsmodell;60 min urtavla med sekundvisare, 100 mm i diam. Start, stop, nollställning. Batteridriven.;;;;;1,512.08;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310405;
;310416;;Sifferkassett;FÖRBRUKN;;;Other;Sifferkassett Röd;Sifferkassett till resultattavla (se 529200) och varvräkningstavla (se art 529000);;;;;783.1;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310416;
;310418;;Sifferkassett;FÖRBRUKN;;;Other;Sifferkassett Svart;Sifferkassett till resultattavla (se 529200) och varvräkningstavla (se art 529000);;;;;783.1;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310418;
;310507;;Basketmål UNISPORT Vägghängt mini/normal;INREDNING;;;Basketball;Basketmål RANTZOWS vägghängt mini/normal;Vägghängt basketmål med vitlackerat stålstativ. Uppfyller kraven på FIBA-stabilitet och är godkänt för matchspel på högsta nivå. Eldrivet med inbyggt fallskydd. Kan fås i olika utbyggnadslängder 1,8-3,3 m. Denna modell är vårt mest valda vägghängda basketmål för match. Målet kan fällas upp mot väggen då det inte används.;;;;;40,326.78;SEK;25%;ST;;;;;https://webshop.unisport.com/se_sv/image/310507;
